transaction_id,customer_id,amount,payment_method,event_type,failure_reason,attempt_number,customer_segment,days_since_failure,previous_success_rate,customer_lifetime_value,is_subscription,invoice_age,recovered,recovery_action
TXN_000028,CUST_02469,2810.93,upi,subscription_failed,bank_timeout,1,loyal,6,0.742,17665.04,1,0,1,retry_payment
TXN_000029,CUST_01637,694.75,card,invoice_overdue,insufficient_funds,1,new,9,0.929,800.65,0,25,1,retry_payment
TXN_000030,CUST_01331,995.08,netbanking,invoice_overdue,insufficient_funds,2,new,14,0.867,19127.34,0,29,0,escalate
TXN_000031,CUST_01352,1390.4,wallet,subscription_failed,limit_exceeded,1,loyal,7,0.841,35258.18,1,0,1,retry_payment
TXN_000032,CUST_00682,806.65,netbanking,checkout_abandoned,network_error,1,regular,12,0.953,7371.03,0,0,1,retry_payment
TXN_000033,CUST_00277,2238.57,upi,invoice_overdue,bank_timeout,1,regular,13,0.774,5357.84,0,51,1,retry_payment
TXN_000034,CUST_01664,1995.69,netbanking,payment_failed,limit_exceeded,1,regular,7,0.74,6350.2,0,0,1,retry_payment
TXN_000035,CUST_02664,628.02,netbanking,payment_failed,customer_abandoned,1,regular,8,0.613,13498.59,0,0,1,retry_payment
TXN_000036,CUST_00192,3907.58,upi,payment_failed,authentication_failed,3,high_value,6,0.688,11360.41,0,0,1,retry_payment
TXN_000037,CUST_02575,1627.94,upi,checkout_abandoned,bank_timeout,1,new,11,0.983,17135.35,0,0,1,retry_payment
TXN_000038,CUST_02483,376.14,netbanking,checkout_abandoned,bank_timeout,3,regular,0,0.673,4683.85,0,0,1,retry_payment
TXN_000039,CUST_00831,1439.64,upi,subscription_failed,unknown,1,regular,14,0.92,22686.03,1,0,0,escalate
TXN_000040,CUST_01895,1878.42,card,payment_failed,bank_timeout,2,new,7,0.803,8920.37,0,0,1,retry_payment
TXN_000041,CUST_00496,3266.43,upi,subscription_failed,insufficient_funds,1,loyal,1,0.792,98305.09,1,0,1,retry_payment
TXN_000042,CUST_02275,1145.09,card,checkout_abandoned,customer_abandoned,1,new,3,0.779,4034.45,0,0,0,send_checkout_reminder
TXN_000043,CUST_02102,2909.02,upi,invoice_overdue,customer_abandoned,1,regular,8,0.566,35608.68,0,34,1,retry_payment
TXN_000044,CUST_01064,1742.25,card,payment_failed,unknown,2,regular,0,0.766,5252.46,0,0,1,retry_payment
TXN_000045,CUST_00204,523.83,upi,checkout_abandoned,network_error,1,regular,11,0.681,3200.79,0,0,1,retry_payment
TXN_000046,CUST_02913,483.52,netbanking,subscription_failed,unknown,1,high_value,12,0.56,9805.17,1,0,0,escalate
TXN_000047,CUST_01338,3682.21,upi,checkout_abandoned,bank_timeout,1,loyal,8,0.878,3450.72,0,0,1,retry_payment
TXN_000048,CUST_02680,3904.98,upi,payment_failed,mandate_failed,2,new,10,0.967,13792.71,0,0,0,escalate
TXN_000049,CUST_02034,1942.14,upi,payment_failed,insufficient_funds,1,new,1,0.702,24317.46,0,0,0,send_payment_reminder
TXN_000050,CUST_02336,4963.1,upi,payment_failed,unknown,1,regular,14,0.872,6485.63,0,0,1,retry_payment
TXN_000051,CUST_02280,3492.97,wallet,checkout_abandoned,mandate_failed,2,new,6,0.92,4723.2,0,0,1,retry_payment
TXN_000052,CUST_00584,2591.84,upi,checkout_abandoned,customer_abandoned,1,new,7,0.956,24069.08,0,0,1,retry_payment
TXN_000053,CUST_01092,723.55,upi,checkout_abandoned,limit_exceeded,1,high_value,4,0.986,3971.04,0,0,0,retry_payment
TXN_000054,CUST_01401,5993.1,netbanking,subscription_failed,insufficient_funds,1,loyal,7,0.836,2465.88,1,0,1,retry_payment
TXN_000055,CUST_01494,2303.68,upi,payment_failed,network_error,2,regular,0,0.656,22309.76,0,0,0,retry_payment
TXN_000056,CUST_00132,1101.63,upi,payment_failed,bank_timeout,4,new,8,0.904,11842.81,0,0,0,escalate
TXN_000057,CUST_01640,878.84,card,subscription_failed,customer_abandoned,2,loyal,4,0.752,9562.55,1,0,1,retry_payment
TXN_000058,CUST_00463,1842.07,upi,subscription_failed,bank_timeout,2,regular,13,0.885,4319.37,1,0,0,escalate
TXN_000059,CUST_02231,394.01,netbanking,subscription_failed,insufficient_funds,2,regular,2,0.86,18093.4,1,0,0,send_payment_reminder
TXN_000060,CUST_02050,2625.32,card,subscription_failed,insufficient_funds,1,regular,3,0.883,19721.33,1,0,0,send_payment_reminder
TXN_000061,CUST_02768,699.5,upi,invoice_overdue,customer_abandoned,4,loyal,9,0.538,1720.83,0,56,0,escalate
TXN_000062,CUST_02235,2017.69,card,invoice_overdue,network_error,1,new,1,0.868,135678.95,0,48,1,retry_payment
TXN_000063,CUST_01100,988.24,netbanking,checkout_abandoned,authentication_failed,3,loyal,9,0.624,2853.55,0,0,0,escalate
TXN_000064,CUST_02903,1214.01,upi,payment_failed,insufficient_funds,1,loyal,9,0.89,5483.68,0,0,1,retry_payment
TXN_000065,CUST_01233,818.68,card,payment_failed,insufficient_funds,2,regular,7,0.681,6497.8,0,0,1,retry_payment
TXN_000066,CUST_00978,1318.48,upi,checkout_abandoned,authentication_failed,4,high_value,7,0.762,1638.69,0,0,0,escalate
TXN_000067,CUST_02717,6800.31,upi,payment_failed,bank_timeout,3,new,11,0.909,4167.04,0,0,0,escalate
TXN_000068,CUST_01112,4542.66,card,payment_failed,customer_abandoned,3,loyal,8,0.872,5768.83,0,0,1,retry_payment
TXN_000069,CUST_00230,1991.82,upi,payment_failed,network_error,3,regular,12,0.88,7062.49,0,0,1,retry_payment
TXN_000070,CUST_01409,1469.95,upi,invoice_overdue,unknown,1,regular,13,0.799,4850.4,0,55,1,retry_payment
TXN_000071,CUST_02388,2947.11,upi,payment_failed,insufficient_funds,1,regular,4,0.902,28146.41,0,0,1,retry_payment
TXN_000072,CUST_00569,3704.1,card,subscription_failed,network_error,1,regular,13,0.769,13324.69,1,0,0,escalate
TXN_000073,CUST_01389,772.29,card,invoice_overdue,unknown,1,regular,8,0.954,22961.9,0,17,1,retry_payment
TXN_000074,CUST_00390,1409.89,upi,checkout_abandoned,unknown,1,regular,5,0.794,7396.48,0,0,1,retry_payment
TXN_000075,CUST_02060,349.2,upi,payment_failed,authentication_failed,1,regular,12,0.793,18304.69,0,0,0,escalate
TXN_000076,CUST_01428,3683.81,netbanking,subscription_failed,bank_timeout,3,high_value,10,0.675,11912.17,1,0,1,retry_payment
TXN_000077,CUST_00991,7826.26,upi,checkout_abandoned,network_error,2,loyal,10,0.759,19742.72,0,0,0,escalate
TXN_000078,CUST_00681,1599.24,upi,payment_failed,limit_exceeded,1,regular,7,0.775,3878.55,0,0,0,escalate
TXN_000079,CUST_01694,274.02,upi,checkout_abandoned,insufficient_funds,2,regular,0,0.651,28910.46,0,0,0,send_payment_reminder
TXN_000080,CUST_02010,2441.41,card,payment_failed,bank_timeout,2,loyal,8,0.543,11816.52,0,0,0,escalate
TXN_000081,CUST_02821,727.74,upi,subscription_failed,authentication_failed,3,loyal,11,0.829,10322.92,1,0,1,retry_payment
TXN_000082,CUST_01312,882.31,netbanking,invoice_overdue,bank_timeout,1,loyal,12,0.855,34776.64,0,58,1,retry_payment
TXN_000083,CUST_00483,2476.2,card,checkout_abandoned,mandate_failed,2,loyal,1,0.851,7744.91,0,0,1,retry_payment
TXN_000084,CUST_02499,1838.79,upi,invoice_overdue,bank_timeout,1,new,4,0.801,7199.78,0,8,0,retry_payment
TXN_000085,CUST_01890,1015.09,card,payment_failed,unknown,3,new,10,0.839,32804.44,0,0,0,escalate
TXN_000086,CUST_02101,892.06,upi,invoice_overdue,authentication_failed,3,regular,1,0.803,7031.56,0,37,0,escalate
TXN_000087,CUST_00292,1658.87,upi,subscription_failed,unknown,1,regular,13,0.77,8323.22,1,0,0,escalate
TXN_000088,CUST_00938,1081.01,card,payment_failed,customer_abandoned,1,loyal,10,0.804,2565.57,0,0,1,retry_payment
TXN_000089,CUST_02304,617.59,upi,invoice_overdue,bank_timeout,1,loyal,11,0.897,4372.38,0,9,1,retry_payment
TXN_000090,CUST_02497,1149.6,netbanking,invoice_overdue,insufficient_funds,1,loyal,4,0.963,24760.75,0,2,1,retry_payment
TXN_000091,CUST_01306,1968.24,card,payment_failed,bank_timeout,1,regular,9,0.96,12456.05,0,0,1,retry_payment
TXN_000092,CUST_02415,1300.8,upi,subscription_failed,customer_abandoned,2,loyal,4,0.878,3751.07,1,0,0,send_checkout_reminder
TXN_000093,CUST_02526,484.16,wallet,payment_failed,bank_timeout,1,high_value,1,0.865,5869.58,0,0,1,retry_payment
TXN_000094,CUST_01163,3309.23,upi,payment_failed,customer_abandoned,1,new,1,0.802,4297.18,0,0,1,retry_payment
TXN_000095,CUST_02695,167.7,upi,payment_failed,mandate_failed,2,new,2,0.82,13802.53,0,0,1,retry_payment
TXN_000096,CUST_00865,1049.56,upi,checkout_abandoned,network_error,2,loyal,14,0.928,15174.99,0,0,1,retry_payment
TXN_000097,CUST_00719,913.3,wallet,payment_failed,customer_abandoned,1,new,1,0.763,5782.64,0,0,1,retry_payment
TXN_000098,CUST_02048,1688.78,upi,payment_failed,unknown,2,loyal,12,0.918,3849.76,0,0,1,retry_payment
TXN_000099,CUST_01911,2350.89,upi,invoice_overdue,customer_abandoned,2,regular,7,0.871,2211.29,0,34,1,retry_payment
TXN_000100,CUST_00420,3694.62,upi,checkout_abandoned,bank_timeout,1,regular,10,0.82,36705.95,0,0,1,retry_payment
TXN_000101,CUST_02499,848.35,upi,subscription_failed,insufficient_funds,1,high_value,9,0.8,7780.12,1,0,1,retry_payment
TXN_000102,CUST_00600,2398.23,upi,payment_failed,authentication_failed,2,regular,8,0.772,16451.73,0,0,1,retry_payment
TXN_000103,CUST_02415,1754.39,card,payment_failed,insufficient_funds,1,regular,13,0.918,3843.01,0,0,0,escalate
TXN_000104,CUST_00023,381.45,netbanking,subscription_failed,authentication_failed,1,new,0,0.564,7188.71,1,0,0,retry_payment
TXN_000105,CUST_02391,6861.3,card,payment_failed,unknown,1,new,7,0.911,3527.69,0,0,1,retry_payment
TXN_000106,CUST_02361,474.47,upi,checkout_abandoned,network_error,3,regular,14,0.85,17758.9,0,0,0,escalate
TXN_000107,CUST_02342,2098.16,upi,invoice_overdue,insufficient_funds,2,loyal,9,0.757,20005.14,0,54,0,escalate
TXN_000108,CUST_01995,2049.17,upi,payment_failed,bank_timeout,2,new,2,0.68,20625.8,0,0,1,retry_payment
TXN_000109,CUST_01415,1870.07,upi,checkout_abandoned,unknown,1,regular,3,0.912,4844.6,0,0,1,retry_payment
TXN_000110,CUST_02116,1009.85,card,checkout_abandoned,insufficient_funds,3,regular,10,0.742,10952.69,0,0,0,escalate
TXN_000111,CUST_00832,2907.42,upi,payment_failed,bank_timeout,1,loyal,9,0.33,3335.14,0,0,0,escalate
TXN_000112,CUST_02343,430.49,netbanking,subscription_failed,authentication_failed,4,regular,8,0.784,11166.71,1,0,0,escalate
TXN_000113,CUST_01667,1423.05,upi,checkout_abandoned,network_error,2,loyal,0,0.881,20015.92,0,0,1,retry_payment
TXN_000114,CUST_01377,955.39,card,payment_failed,network_error,2,high_value,4,0.941,7013.0,0,0,1,retry_payment
TXN_000115,CUST_01517,872.52,netbanking,payment_failed,limit_exceeded,3,new,6,0.721,8689.68,0,0,1,retry_payment
TXN_000116,CUST_01707,2113.75,card,checkout_abandoned,authentication_failed,3,regular,6,0.636,4219.07,0,0,0,escalate
TXN_000117,CUST_00112,3551.78,netbanking,checkout_abandoned,bank_timeout,1,loyal,8,0.793,4713.53,0,0,1,retry_payment
TXN_000118,CUST_00420,1139.81,netbanking,invoice_overdue,network_error,1,regular,8,0.658,4778.26,0,29,1,retry_payment
TXN_000119,CUST_00737,2801.09,card,subscription_failed,customer_abandoned,2,loyal,6,0.858,5231.99,1,0,0,send_checkout_reminder
TXN_000120,CUST_00344,1560.89,upi,payment_failed,network_error,1,high_value,10,0.671,23675.44,0,0,1,retry_payment
TXN_000121,CUST_01319,734.39,upi,invoice_overdue,unknown,1,regular,9,0.721,5235.55,0,6,0,escalate
TXN_000122,CUST_02006,1220.31,netbanking,subscription_failed,insufficient_funds,1,new,11,0.551,9786.46,1,0,1,retry_payment
TXN_000123,CUST_01964,1180.43,upi,payment_failed,authentication_failed,1,new,4,0.874,20754.51,0,0,1,retry_payment
TXN_000124,CUST_01414,859.11,netbanking,payment_failed,customer_abandoned,2,regular,0,0.809,13147.75,0,0,1,retry_payment
TXN_000125,CUST_02566,2113.3,upi,payment_failed,authentication_failed,1,new,14,0.846,101812.69,0,0,1,retry_payment
TXN_000126,CUST_01696,1809.74,card,payment_failed,bank_timeout,1,loyal,13,0.761,18384.48,0,0,1,retry_payment
TXN_000127,CUST_00238,420.19,upi,checkout_abandoned,authentication_failed,1,regular,3,0.765,7494.35,0,0,0,retry_payment
TXN_000128,CUST_02295,400.21,wallet,payment_failed,unknown,4,regular,10,0.87,2757.31,0,0,0,escalate
TXN_000129,CUST_01724,2106.89,upi,invoice_overdue,network_error,1,regular,4,0.743,29081.81,0,8,1,retry_payment
TXN_000130,CUST_01905,781.33,upi,checkout_abandoned,bank_timeout,3,new,11,0.732,6637.49,0,0,1,retry_payment
TXN_000131,CUST_01697,1909.99,netbanking,payment_failed,bank_timeout,4,loyal,2,0.72,4893.31,0,0,0,escalate
TXN_000132,CUST_01661,2801.66,upi,invoice_overdue,network_error,1,loyal,5,0.728,4313.28,0,3,1,retry_payment
TXN_000133,CUST_00272,542.65,upi,checkout_abandoned,bank_timeout,2,regular,8,0.735,3622.11,0,0,0,escalate
TXN_000134,CUST_01678,484.92,netbanking,payment_failed,mandate_failed,1,regular,10,0.928,8090.32,0,0,0,escalate
TXN_000135,CUST_02385,5725.96,netbanking,payment_failed,unknown,1,new,4,0.913,6235.28,0,0,1,retry_payment
TXN_000136,CUST_00912,1987.19,upi,checkout_abandoned,unknown,1,loyal,9,0.872,11852.76,0,0,1,retry_payment
TXN_000137,CUST_01809,1072.59,card,checkout_abandoned,network_error,2,high_value,6,0.682,73003.87,0,0,1,retry_payment
TXN_000138,CUST_00093,710.57,upi,checkout_abandoned,network_error,3,loyal,5,0.856,10559.65,0,0,1,retry_payment
TXN_000139,CUST_01043,997.12,upi,subscription_failed,insufficient_funds,1,new,12,0.723,48001.5,1,0,1,retry_payment
TXN_000140,CUST_01311,578.69,card,checkout_abandoned,bank_timeout,1,regular,2,0.927,7466.18,0,0,1,retry_payment
TXN_000141,CUST_02949,3041.03,upi,invoice_overdue,authentication_failed,2,high_value,10,0.743,8129.96,0,9,0,escalate
TXN_000142,CUST_00644,805.79,upi,subscription_failed,bank_timeout,1,loyal,8,0.855,1242.71,1,0,1,retry_payment
TXN_000143,CUST_00830,3597.69,upi,checkout_abandoned,bank_timeout,1,regular,10,0.902,29852.25,0,0,1,retry_payment
TXN_000144,CUST_01226,1088.68,netbanking,payment_failed,mandate_failed,1,regular,11,0.804,4583.71,0,0,1,retry_payment
TXN_000145,CUST_02978,651.02,card,checkout_abandoned,customer_abandoned,2,new,12,0.866,20071.32,0,0,1,retry_payment
TXN_000146,CUST_02561,1066.54,upi,payment_failed,unknown,1,high_value,5,0.706,1079.05,0,0,1,retry_payment
TXN_000147,CUST_00105,183.81,netbanking,checkout_abandoned,insufficient_funds,1,regular,6,0.936,5355.17,0,0,1,retry_payment
TXN_000148,CUST_00702,1361.86,netbanking,payment_failed,mandate_failed,1,new,13,0.876,11114.31,0,0,0,escalate
TXN_000149,CUST_02466,1309.14,upi,checkout_abandoned,network_error,1,new,7,0.827,8195.74,0,0,1,retry_payment
TXN_000150,CUST_00175,2901.59,wallet,payment_failed,bank_timeout,1,new,13,0.889,4652.89,0,0,1,retry_payment
TXN_000151,CUST_02568,331.68,upi,checkout_abandoned,network_error,1,regular,14,0.822,11838.56,0,0,0,escalate
TXN_000152,CUST_00845,3799.84,upi,payment_failed,authentication_failed,2,loyal,11,0.994,19389.82,0,0,1,retry_payment
TXN_000153,CUST_02753,2891.99,upi,invoice_overdue,network_error,2,loyal,12,0.657,2689.61,0,16,0,escalate
TXN_000154,CUST_00881,4084.09,upi,payment_failed,customer_abandoned,1,regular,1,0.722,15473.94,0,0,1,retry_payment
TXN_000155,CUST_01303,1438.05,card,subscription_failed,network_error,2,loyal,11,0.871,26127.58,1,0,0,escalate
TXN_000156,CUST_01986,3375.63,card,checkout_abandoned,unknown,1,loyal,7,0.897,23939.57,0,0,0,escalate
TXN_000157,CUST_00379,462.31,netbanking,payment_failed,bank_timeout,1,regular,7,0.909,10138.18,0,0,1,retry_payment
TXN_000158,CUST_01672,2653.56,upi,subscription_failed,customer_abandoned,1,regular,14,0.944,7558.28,1,0,0,escalate
TXN_000159,CUST_01516,809.4,upi,invoice_overdue,unknown,1,new,3,0.802,17615.59,0,6,1,retry_payment
TXN_000160,CUST_02352,400.25,upi,subscription_failed,authentication_failed,3,loyal,3,0.617,8529.38,1,0,0,escalate
TXN_000161,CUST_02989,610.27,upi,invoice_overdue,mandate_failed,2,new,2,0.874,30518.31,0,6,1,retry_payment
TXN_000162,CUST_01993,1506.65,netbanking,payment_failed,customer_abandoned,1,loyal,0,0.894,80292.89,0,0,1,retry_payment
TXN_000163,CUST_01228,775.71,card,invoice_overdue,bank_timeout,1,regular,2,0.88,3457.29,0,1,1,retry_payment
TXN_000164,CUST_01220,2026.53,card,invoice_overdue,customer_abandoned,1,new,7,0.831,13573.0,0,54,1,retry_payment
TXN_000165,CUST_01254,353.06,card,subscription_failed,customer_abandoned,2,new,5,0.738,9200.51,1,0,1,retry_payment
TXN_000166,CUST_02443,273.57,upi,subscription_failed,bank_timeout,4,high_value,3,0.857,1636.34,1,0,0,escalate
TXN_000167,CUST_00964,4496.84,upi,subscription_failed,network_error,2,regular,14,0.781,14226.73,1,0,0,escalate
TXN_000168,CUST_00501,3091.03,upi,checkout_abandoned,bank_timeout,1,regular,11,0.702,8801.53,0,0,0,escalate
TXN_000169,CUST_01003,647.93,netbanking,checkout_abandoned,insufficient_funds,1,high_value,2,0.844,21026.16,0,0,1,retry_payment
TXN_000170,CUST_00069,1496.4,upi,payment_failed,unknown,1,regular,14,0.93,22384.57,0,0,0,escalate
TXN_000171,CUST_00319,3390.82,upi,checkout_abandoned,unknown,1,loyal,9,0.879,11657.43,0,0,1,retry_payment
TXN_000172,CUST_00271,2097.67,card,payment_failed,customer_abandoned,3,loyal,6,0.834,23155.8,0,0,1,retry_payment
TXN_000173,CUST_02315,1688.84,upi,subscription_failed,network_error,1,loyal,5,0.828,3246.98,1,0,1,retry_payment
TXN_000174,CUST_02168,3602.36,upi,checkout_abandoned,network_error,4,new,11,0.896,9420.25,0,0,1,retry_payment
TXN_000175,CUST_02091,836.02,upi,payment_failed,bank_timeout,1,high_value,6,0.955,28621.3,0,0,1,retry_payment
TXN_000176,CUST_01386,1537.88,upi,payment_failed,insufficient_funds,1,regular,10,0.649,21274.03,0,0,1,retry_payment
TXN_000177,CUST_02152,1478.73,upi,payment_failed,customer_abandoned,2,regular,7,0.866,8562.52,0,0,1,retry_payment
TXN_000178,CUST_00484,1205.94,netbanking,checkout_abandoned,authentication_failed,1,loyal,10,0.826,14711.95,0,0,1,retry_payment
TXN_000179,CUST_02702,1098.14,card,payment_failed,authentication_failed,1,new,11,0.951,4828.94,0,0,1,retry_payment
TXN_000180,CUST_01504,1590.04,upi,payment_failed,bank_timeout,1,new,0,0.824,40016.01,0,0,1,retry_payment
TXN_000181,CUST_02815,1541.86,card,payment_failed,unknown,1,loyal,1,0.922,23251.09,0,0,1,retry_payment
TXN_000182,CUST_00457,648.38,card,payment_failed,insufficient_funds,1,regular,10,0.995,11179.86,0,0,1,retry_payment
TXN_000183,CUST_01492,2848.81,card,payment_failed,network_error,4,regular,4,0.802,14137.09,0,0,0,escalate
TXN_000184,CUST_02089,686.85,netbanking,payment_failed,insufficient_funds,3,loyal,11,0.77,15303.2,0,0,0,escalate
TXN_000185,CUST_01487,1259.71,netbanking,subscription_failed,insufficient_funds,2,high_value,5,0.725,17460.15,1,0,1,retry_payment
TXN_000186,CUST_01339,1184.41,upi,subscription_failed,limit_exceeded,1,new,1,0.837,7805.2,1,0,0,retry_payment
TXN_000187,CUST_00499,1997.6,upi,invoice_overdue,limit_exceeded,1,regular,6,0.82,18418.59,0,28,1,retry_payment
TXN_000188,CUST_01144,275.32,upi,payment_failed,limit_exceeded,2,regular,13,0.639,59067.34,0,0,0,escalate
TXN_000189,CUST_00717,3059.32,upi,payment_failed,bank_timeout,1,high_value,14,0.767,22062.79,0,0,0,escalate
TXN_000190,CUST_00905,872.73,wallet,payment_failed,unknown,1,new,6,0.839,7410.62,0,0,1,retry_payment
TXN_000191,CUST_02052,3980.61,card,checkout_abandoned,customer_abandoned,1,regular,9,0.964,7361.16,0,0,1,retry_payment
TXN_000192,CUST_01891,1023.2,upi,payment_failed,unknown,2,high_value,11,0.914,12292.72,0,0,1,retry_payment
TXN_000193,CUST_01822,1442.52,netbanking,payment_failed,bank_timeout,2,loyal,6,0.82,39095.4,0,0,1,retry_payment
TXN_000194,CUST_01086,6934.4,card,checkout_abandoned,unknown,1,new,10,0.839,15016.58,0,0,1,retry_payment
TXN_000195,CUST_02880,1201.53,upi,payment_failed,customer_abandoned,2,high_value,13,0.799,1997.09,0,0,1,retry_payment
TXN_000196,CUST_00263,4041.21,netbanking,checkout_abandoned,authentication_failed,1,new,11,0.696,4040.67,0,0,0,escalate
TXN_000197,CUST_01028,1547.59,upi,checkout_abandoned,bank_timeout,1,regular,8,0.794,4060.18,0,0,1,retry_payment
TXN_000198,CUST_00355,2091.33,upi,subscription_failed,insufficient_funds,1,new,0,0.815,17786.67,1,0,1,retry_payment
TXN_000199,CUST_01017,1586.34,upi,payment_failed,mandate_failed,2,regular,10,0.917,3229.96,0,0,0,escalate
TXN_000200,CUST_02886,2955.73,netbanking,payment_failed,network_error,1,regular,9,0.69,26366.6,0,0,0,escalate
TXN_000201,CUST_01099,866.79,upi,checkout_abandoned,customer_abandoned,3,loyal,7,0.751,46064.0,0,0,1,retry_payment
TXN_000202,CUST_02726,682.65,upi,payment_failed,customer_abandoned,1,regular,4,0.832,21950.42,0,0,1,retry_payment
TXN_000203,CUST_01486,899.97,card,payment_failed,customer_abandoned,1,regular,6,0.634,1592.34,0,0,0,send_checkout_reminder
TXN_000204,CUST_02100,1624.55,netbanking,checkout_abandoned,network_error,2,loyal,5,0.945,4684.38,0,0,1,retry_payment
TXN_000205,CUST_01373,1257.1,upi,payment_failed,unknown,1,loyal,2,0.925,7913.65,0,0,0,retry_payment
TXN_000206,CUST_00798,2647.68,upi,payment_failed,insufficient_funds,1,regular,2,0.959,6163.98,0,0,1,retry_payment
TXN_000207,CUST_02293,4259.92,netbanking,checkout_abandoned,mandate_failed,1,regular,4,0.794,4371.07,0,0,1,retry_payment
TXN_000208,CUST_02908,687.15,card,subscription_failed,network_error,1,regular,8,0.939,4861.34,1,0,1,retry_payment
TXN_000209,CUST_00791,833.86,upi,payment_failed,insufficient_funds,1,regular,0,0.872,10852.11,0,0,0,send_payment_reminder
TXN_000210,CUST_02337,475.43,upi,checkout_abandoned,insufficient_funds,1,loyal,10,0.895,6264.45,0,0,1,retry_payment
TXN_000211,CUST_00784,7612.29,upi,invoice_overdue,customer_abandoned,1,new,0,0.693,7529.09,0,44,0,send_checkout_reminder
TXN_000212,CUST_02151,1914.01,card,payment_failed,limit_exceeded,2,regular,3,0.844,19022.01,0,0,0,retry_payment
TXN_000213,CUST_02368,2201.87,card,subscription_failed,bank_timeout,2,loyal,13,0.896,1292.43,1,0,1,retry_payment
TXN_000214,CUST_01349,513.4,card,payment_failed,bank_timeout,1,high_value,2,0.754,2340.7,0,0,1,retry_payment
TXN_000215,CUST_02211,1498.6,upi,invoice_overdue,customer_abandoned,4,new,3,0.572,6445.0,0,10,1,retry_payment
TXN_000216,CUST_00817,2254.35,netbanking,payment_failed,insufficient_funds,1,new,14,0.892,6905.6,0,0,1,retry_payment
TXN_000217,CUST_00238,1225.39,upi,payment_failed,insufficient_funds,3,loyal,1,0.922,5752.48,0,0,1,retry_payment
